Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
KU726105,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,98-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726106,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,119-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726107,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,123-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726108,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,143-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726109,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,145-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726110,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,150-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726111,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,151-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726112,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,153-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726113,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,157-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726114,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,158-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726115,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,172-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726116,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,217-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726117,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,241-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726118,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,242-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726119,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,243-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726120,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,247-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726121,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,248-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726122,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,267-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726123,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,268-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726124,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,280-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726125,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,294-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726126,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,311-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726127,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,317-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726128,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,318-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726129,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,327-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726130,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,332-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726131,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,345-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726132,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,372-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726133,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,379-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726134,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,428-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726135,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,433-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726136,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,462-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726137,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,467-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726138,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,493-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726139,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,498-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726140,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,398-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726141,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,501-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726142,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,502-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726143,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,505-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726144,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,565-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726145,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,576-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726146,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,583-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726147,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,588-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726148,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,667-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726149,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,700-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726150,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,701-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726151,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,784-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726152,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,841-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726153,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,842-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726154,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,843-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726155,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,850-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726156,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,852-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726157,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,853-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726158,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,854-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726159,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,859-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726160,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,860-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726161,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,861-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726162,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,863-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726163,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1054-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726164,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1055-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726165,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1058-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726166,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1073-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726167,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1074-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726168,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1075-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726169,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1090-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726170,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1097-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726171,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1099-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726172,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1115-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726173,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1116-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726174,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1119-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726175,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1127-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726176,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1142-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726177,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1143-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726178,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1144-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726179,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1150-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726180,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,405-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726181,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,407-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726182,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,408-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726183,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,413-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726184,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,414-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726185,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,538-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726186,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,545-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726187,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,561-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726188,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,563-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726189,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,566-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726190,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,568-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726191,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,590-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726192,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,877-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726193,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,878-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726194,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,970-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726195,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,983-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726196,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,985-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726197,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,987-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726198,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,990-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726199,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,992-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726200,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,977-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726201,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1000-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726202,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1005-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726203,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1016-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726204,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1187-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726205,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1188-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726206,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1214-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726207,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1222-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726208,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1230-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726209,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1231-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726210,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1238-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726211,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1252-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726212,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1272-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726213,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1275-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726214,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1279-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726215,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1324-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726216,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1342-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726217,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1350-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726218,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1351-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726219,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1383-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726220,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1384-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726221,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1385-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726222,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1398-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726223,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1401-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726224,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1404-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726225,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1419-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726226,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1425-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726227,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1441-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726228,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1442-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU726229,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1450-2014-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2014-09,2016-03-01,ssRNA(+)
KU744442,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,1-2015-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2015-05,2016-03-01,ssRNA(+)
KU744443,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,2-2015-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2015-05,2016-03-01,ssRNA(+)
KU744444,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,13-2015-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2015-05,2016-03-01,ssRNA(+)
KU744445,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,20-2015-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2015-05,2016-03-01,ssRNA(+)
KU744446,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,25-2015-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2015-05,2016-03-01,ssRNA(+)
KU744447,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,53-2015-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2015-05,2016-03-01,ssRNA(+)
KU744448,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,54-2015-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2015-05,2016-03-01,ssRNA(+)
KU744449,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,59-2015-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2015-05,2016-03-01,ssRNA(+)
KU744450,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,67-2015-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2015-05,2016-03-01,ssRNA(+)
KU744451,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,68-2015-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2015-05,2016-03-01,ssRNA(+)
KU744452,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,69-2015-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2015-05,2016-03-01,ssRNA(+)
KU744453,Enterovirus A71,Enterovirus alphacoxsackie,EV-A71,78-2015-Henan,891,partial,China,Homo sapiens,,"Li,Y., Sui,M., Huang,X.",2015-05,2016-03-01,ssRNA(+)
